Name,Surename,Country,Ranking,Points,Date,Event,Discipline,Category,Location
B-Boy Wigor - Igor Szymon,Wypiór,POL,17,200,15-Dec-23,BfG World Series,Breaking,Adult,"Hong Kong - Hong Kong, China"
B-Boy Wigor - Igor Szymon,Wypiór,POL,28,,23-Sep-23,World Championship,Breaking,Adult,Leuven - Belgium
B-Boy Wigor - Igor Szymon,Wypiór,POL,6,380,30-Aug-23,BfG World Series,Breaking,Adult,Porto - Portugal
B-Boy Wigor - Igor Szymon,Wypiór,POL,8,,26-Jun-23,Continental Games,Breaking,Adult,Nowy Sącz - Poland
B-Boy Wigor - Igor Szymon,Wypiór,POL,6,152,3-Jun-23,BfG International Series,Breaking,Adult,Montreal - Canada
B-Boy Wigor - Igor Szymon,Wypiór,POL,19,200,17-May-23,BfG World Series,Breaking,Adult,Montpellier - France
B-Boy Wigor - Igor Szymon,Wypiór,POL,7,360,6-May-23,Continental Championship,Breaking,Adult,Almeria - Spain
B-Boy Wigor - Igor Szymon,Wypiór,POL,15,240,14-Apr-23,BfG World Series,Breaking,Adult,Rio de Janerio - Brazil
B-Boy Wigor - Igor Szymon,Wypiór,POL,28,200,24-Feb-23,BfG World Series,Breaking,Adult,Kitakyushu - Japan
B-Boy Wigor - Igor Szymon,Wypiór,POL,3,650,5-Nov-22,Continental Championship,Breaking,Adult,Manchester - England
B-Boy Wigor - Igor Szymon,Wypiór,POL,30,200,21-Oct-22,World Championship,Breaking,Adult,Seoul - South Korea
B-Boy Spina Flow - Salvador Alexander,Hernandez Perez,ESA,89,,23-Sep-23,World Championship,Breaking,Adult,Leuven - Belgium
B-Boy Fill - Firdavs,Dzhuraev,TJK,25,,6-Oct-23,Continental Games,Breaking,Adult,Hangzhou - People's Republic of China
B-Boy Dorob - Dorobshokhi,Sadriddin,TJK,24,,6-Oct-23,Continental Games,Breaking,Adult,Hangzhou - People's Republic of China
B-Boy Jester - Oğuzhan,Karademir,TJK,0,,15-Dec-23,BfG World Series,Breaking,Adult,"Hong Kong - Hong Kong, China"
B-Boy Jester - Oğuzhan,Karademir,TJK,54,,23-Sep-23,World Championship,Breaking,Adult,Leuven - Belgium
B-Boy Jester - Oğuzhan,Karademir,TJK,35,100,30-Aug-23,BfG World Series,Breaking,Adult,Porto - Portugal
B-Boy Jester - Oğuzhan,Karademir,TJK,47,40,17-Jun-23,BfG International Series,Breaking,Adult,Madrid - Spain
B-Boy Jester - Oğuzhan,Karademir,TJK,40,100,17-May-23,BfG World Series,Breaking,Adult,Montpellier - France
B-Boy Jester - Oğuzhan,Karademir,TJK,51,100,6-May-23,Continental Championship,Breaking,Adult,Almeria - Spain
B-Boy Jester - Oğuzhan,Karademir,TJK,71,50,14-Apr-23,BfG World Series,Breaking,Adult,Rio de Janerio - Brazil
B-Boy Jester - Oğuzhan,Karademir,TJK,36,100,24-Feb-23,BfG World Series,Breaking,Adult,Kitakyushu - Japan
B-Boy Jester - Oğuzhan,Karademir,TJK,22,40,19-Nov-22,BfG Challenge Series,Breaking,Adult,Tokyo - Japan
B-Boy Jester - Oğuzhan,Karademir,TJK,96,50,5-Nov-22,Continental Championship,Breaking,Adult,Manchester - England
B-Boy Jester - Oğuzhan,Karademir,TJK,0,,21-Oct-22,World Championship,Breaking,Adult,Seoul - South Korea
B-Boy Jester - Oğuzhan,Karademir,TJK,32,,4-Dec-21,World Championship,Breaking,Adult,Paris - France
B-Boy Jester - Oğuzhan,Karademir,TJK,25,,26-Jun-21,Continental Championship,Breaking,Adult,Sochi - Russia
B-Boy Matto - Murat,Abdurrahmanoğlu,TUR,0,,15-Dec-23,BfG World Series,Breaking,Adult,"Hong Kong - Hong Kong, China"
B-Boy Matto - Murat,Abdurrahmanoğlu,TUR,90,50,30-Aug-23,BfG World Series,Breaking,Adult,Porto - Portugal
B-Boy Matto - Murat,Abdurrahmanoğlu,TUR,57,40,17-Jun-23,BfG International Series,Breaking,Adult,Madrid - Spain
B-Boy Matto - Murat,Abdurrahmanoğlu,TUR,81,50,17-May-23,BfG World Series,Breaking,Adult,Montpellier - France
B-Boy Matto - Murat,Abdurrahmanoğlu,TUR,68,50,6-May-23,Continental Championship,Breaking,Adult,Almeria - Spain
B-Boy Matto - Murat,Abdurrahmanoğlu,TUR,93,50,14-Apr-23,BfG World Series,Breaking,Adult,Rio de Janerio - Brazil
B-Boy Matto - Murat,Abdurrahmanoğlu,TUR,0,,24-Feb-23,BfG World Series,Breaking,Adult,Kitakyushu - Japan
B-Boy Matto - Murat,Abdurrahmanoğlu,TUR,44,20,19-Nov-22,BfG Challenge Series,Breaking,Adult,Tokyo - Japan
B-Boy Matto - Murat,Abdurrahmanoğlu,TUR,160,25,5-Nov-22,Continental Championship,Breaking,Adult,Manchester - England
B-Boy Matto - Murat,Abdurrahmanoğlu,TUR,127,50,21-Oct-22,World Championship,Breaking,Adult,Seoul - South Korea
B-Boy Kuzya - Oleg,Kuznietsov,UKR,14,250,15-Dec-23,BfG World Series,Breaking,Adult,"Hong Kong - Hong Kong, China"
B-Boy Kuzya - Oleg,Kuznietsov,UKR,14,,23-Sep-23,World Championship,Breaking,Adult,Leuven - Belgium
B-Boy Kuzya - Oleg,Kuznietsov,UKR,7,360,30-Aug-23,BfG World Series,Breaking,Adult,Porto - Portugal
B-Boy Kuzya - Oleg,Kuznietsov,UKR,6,,26-Jun-23,Continental Games,Breaking,Adult,Nowy Sącz - Poland
B-Boy Kuzya - Oleg,Kuznietsov,UKR,11,280,17-May-23,BfG World Series,Breaking,Adult,Montpellier - France
B-Boy Kuzya - Oleg,Kuznietsov,UKR,11,280,6-May-23,Continental Championship,Breaking,Adult,Almeria - Spain
B-Boy Kuzya - Oleg,Kuznietsov,UKR,9,300,14-Apr-23,BfG World Series,Breaking,Adult,Rio de Janerio - Brazil
B-Boy Kuzya - Oleg,Kuznietsov,UKR,4,500,24-Feb-23,BfG World Series,Breaking,Adult,Kitakyushu - Japan
B-Boy Kuzya - Oleg,Kuznietsov,UKR,8,340,5-Nov-22,Continental Championship,Breaking,Adult,Manchester - England
B-Boy Kuzya - Oleg,Kuznietsov,UKR,4,500,21-Oct-22,World Championship,Breaking,Adult,Seoul - South Korea
B-Boy Kuzya - Oleg,Kuznietsov,UKR,10,128,26-May-22,BfG World Series,Breaking,Adult,Montpellier - France
B-Boy Lussy Sky - Oleksandr,Gatyn-Lozynskyi,UKR,5,400,15-Dec-23,BfG World Series,Breaking,Adult,"Hong Kong - Hong Kong, China"
B-Boy Lussy Sky - Oleksandr,Gatyn-Lozynskyi,UKR,9,,23-Sep-23,World Championship,Breaking,Adult,Leuven - Belgium
B-Boy Lussy Sky - Oleksandr,Gatyn-Lozynskyi,UKR,15,240,30-Aug-23,BfG World Series,Breaking,Adult,Porto - Portugal
B-Boy Lussy Sky - Oleksandr,Gatyn-Lozynskyi,UKR,9,,26-Jun-23,Continental Games,Breaking,Adult,Nowy Sącz - Poland
B-Boy Lussy Sky - Oleksandr,Gatyn-Lozynskyi,UKR,8,340,17-May-23,BfG World Series,Breaking,Adult,Montpellier - France
B-Boy Lussy Sky - Oleksandr,Gatyn-Lozynskyi,UKR,6,380,6-May-23,Continental Championship,Breaking,Adult,Almeria - Spain
B-Boy Lussy Sky - Oleksandr,Gatyn-Lozynskyi,UKR,14,250,14-Apr-23,BfG World Series,Breaking,Adult,Rio de Janerio - Brazil
B-Boy Lussy Sky - Oleksandr,Gatyn-Lozynskyi,UKR,19,200,24-Feb-23,BfG World Series,Breaking,Adult,Kitakyushu - Japan
B-Boy Lussy Sky - Oleksandr,Gatyn-Lozynskyi,UKR,23,200,5-Nov-22,Continental Championship,Breaking,Adult,Manchester - England
B-Boy Lussy Sky - Oleksandr,Gatyn-Lozynskyi,UKR,5,400,21-Oct-22,World Championship,Breaking,Adult,Seoul - South Korea
B-Boy Lussy Sky - Oleksandr,Gatyn-Lozynskyi,UKR,3,230,26-May-22,BfG World Series,Breaking,Adult,Montpellier - France
B-Boy Victor Jay - Vijay Vimal,Rathod,ENG,82,20,17-Jun-23,BfG International Series,Breaking,Adult,Madrid - Spain
B-Boy Victor Jay - Vijay Vimal,Rathod,ENG,114,50,6-May-23,Continental Championship,Breaking,Adult,Almeria - Spain
B-Boy Victor Jay - Vijay Vimal,Rathod,ENG,71,50,5-Nov-22,Continental Championship,Breaking,Adult,Manchester - England
B-Boy Victor Jay - Vijay Vimal,Rathod,ENG,24,33,11-Jun-22,BfG Challenge Series,Breaking,Adult,Madrid - Spain
B-Boy Sheku - Sam Daniel,Phillips,ENG,6,380,15-Dec-23,BfG World Series,Breaking,Adult,"Hong Kong - Hong Kong, China"
B-Boy Sheku - Sam Daniel,Phillips,ENG,28,200,30-Aug-23,BfG World Series,Breaking,Adult,Porto - Portugal
B-Boy Sheku - Sam Daniel,Phillips,ENG,21,200,17-May-23,BfG World Series,Breaking,Adult,Montpellier - France
B-Boy Sheku - Sam Daniel,Phillips,ENG,13,260,6-May-23,Continental Championship,Breaking,Adult,Almeria - Spain
B-Boy Sheku - Sam Daniel,Phillips,ENG,29,200,14-Apr-23,BfG World Series,Breaking,Adult,Rio de Janerio - Brazil
B-Boy Sheku - Sam Daniel,Phillips,ENG,48,100,24-Feb-23,BfG World Series,Breaking,Adult,Kitakyushu - Japan
B-Boy Sheku - Sam Daniel,Phillips,ENG,59,100,5-Nov-22,Continental Championship,Breaking,Adult,Manchester - England
B-Boy Sheku - Sam Daniel,Phillips,ENG,47,100,21-Oct-22,World Championship,Breaking,Adult,Seoul - South Korea
B-Boy Sheku - Sam Daniel,Phillips,ENG,7,55,16-Apr-22,BfG Challenge Series,Breaking,Adult,Cambrils - Spain
B-Boy Sheku - Sam Daniel,Phillips,ENG,56,,4-Dec-21,World Championship,Breaking,Adult,Paris - France
B-Boy Kid Karam - Karam,Singh,ENG,8,,23-Sep-23,World Championship,Breaking,Adult,Leuven - Belgium
B-Boy Kid Karam - Karam,Singh,ENG,11,280,30-Aug-23,BfG World Series,Breaking,Adult,Porto - Portugal
B-Boy Kid Karam - Karam,Singh,ENG,5,,26-Jun-23,Continental Games,Breaking,Adult,Nowy Sącz - Poland
B-Boy Kid Karam - Karam,Singh,ENG,9,300,6-May-23,Continental Championship,Breaking,Adult,Almeria - Spain
B-Boy Kid Karam - Karam,Singh,ENG,13,260,14-Apr-23,BfG World Series,Breaking,Adult,Rio de Janerio - Brazil
B-Boy Kid Karam - Karam,Singh,ENG,25,200,24-Feb-23,BfG World Series,Breaking,Adult,Kitakyushu - Japan
B-Boy Kid Karam - Karam,Singh,ENG,2,750,5-Nov-22,Continental Championship,Breaking,Adult,Manchester - England
B-Boy Kid Karam - Karam,Singh,ENG,32,200,21-Oct-22,World Championship,Breaking,Adult,Seoul - South Korea
B-Boy Sunni - Sunni Sazali,Brummitt,ENG,21,,23-Sep-23,World Championship,Breaking,Adult,Leuven - Belgium
B-Boy Sunni - Sunni Sazali,Brummitt,ENG,9,300,30-Aug-23,BfG World Series,Breaking,Adult,Porto - Portugal
B-Boy Sunni - Sunni Sazali,Brummitt,ENG,10,,26-Jun-23,Continental Games,Breaking,Adult,Nowy Sącz - Poland
B-Boy Sunni - Sunni Sazali,Brummitt,ENG,4,500,17-May-23,BfG World Series,Breaking,Adult,Montpellier - France
B-Boy Sunni - Sunni Sazali,Brummitt,ENG,17,200,6-May-23,Continental Championship,Breaking,Adult,Almeria - Spain
B-Boy Sunni - Sunni Sazali,Brummitt,ENG,20,200,14-Apr-23,BfG World Series,Breaking,Adult,Rio de Janerio - Brazil
B-Boy Sunni - Sunni Sazali,Brummitt,ENG,9,300,24-Feb-23,BfG World Series,Breaking,Adult,Kitakyushu - Japan
B-Boy Sunni - Sunni Sazali,Brummitt,ENG,9,300,5-Nov-22,Continental Championship,Breaking,Adult,Manchester - England
B-Boy Sunni - Sunni Sazali,Brummitt,ENG,20,200,21-Oct-22,World Championship,Breaking,Adult,Seoul - South Korea
B-Boy Morris - Isby,Morris,USA,38,100,15-Dec-23,BfG World Series,Breaking,Adult,"Hong Kong - Hong Kong, China"
B-Boy Morris - Isby,Morris,USA,30,,23-Sep-23,World Championship,Breaking,Adult,Leuven - Belgium
B-Boy Morris - Isby,Morris,USA,21,200,30-Aug-23,BfG World Series,Breaking,Adult,Porto - Portugal
B-Boy Morris - Isby,Morris,USA,17,200,27-May-23,Continental Championship,Breaking,Adult,Santiago de Chile - Chile
B-Boy Morris - Isby,Morris,USA,17,200,17-May-23,BfG World Series,Breaking,Adult,Montpellier - France
B-Boy Morris - Isby,Morris,USA,23,200,14-Apr-23,BfG World Series,Breaking,Adult,Rio de Janerio - Brazil
B-Boy Morris - Isby,Morris,USA,0,,24-Feb-23,BfG World Series,Breaking,Adult,Kitakyushu - Japan
B-Boy Morris - Isby,Morris,USA,7,72,19-Nov-22,BfG Challenge Series,Breaking,Adult,Tokyo - Japan
B-Boy Morris - Isby,Morris,USA,22,200,21-Oct-22,World Championship,Breaking,Adult,Seoul - South Korea
B-Boy Morris - Isby,Morris,USA,8,,9-Jul-22,IWGA The World Games,Breaking,Adult,Birmingham - United States
B-Boy Morris - Isby,Morris,USA,9,,4-Dec-21,World Championship,Breaking,Adult,Paris - France
B-Boy Victor - Victor Bernudez,Montalvo,USA,1,,23-Sep-23,World Championship,Breaking,Adult,Leuven - Belgium
B-Boy Victor - Victor Bernudez,Montalvo,USA,3,650,30-Aug-23,BfG World Series,Breaking,Adult,Porto - Portugal
B-Boy Victor - Victor Bernudez,Montalvo,USA,1,400,17-Jun-23,BfG International Series,Breaking,Adult,Madrid - Spain
B-Boy Victor - Victor Bernudez,Montalvo,USA,3,650,27-May-23,Continental Championship,Breaking,Adult,Santiago de Chile - Chile
B-Boy Victor - Victor Bernudez,Montalvo,USA,3,650,21-Oct-22,World Championship,Breaking,Adult,Seoul - South Korea
B-Boy Victor - Victor Bernudez,Montalvo,USA,1,,9-Jul-22,IWGA The World Games,Breaking,Adult,Birmingham - United States
B-Boy Victor - Victor Bernudez,Montalvo,USA,1,,4-Dec-21,World Championship,Breaking,Adult,Paris - France
B-Boy Victor - Victor Bernudez,Montalvo,USA,1,,13-Sep-19,World Urban Games,Breaking,Adult,Budapest - Hungary
B-Boy El Nino - Alexander Raimon,Diaz,USA,19,200,15-Dec-23,BfG World Series,Breaking,Adult,"Hong Kong - Hong Kong, China"
B-Boy El Nino - Alexander Raimon,Diaz,USA,14,250,30-Aug-23,BfG World Series,Breaking,Adult,Porto - Portugal
B-Boy El Nino - Alexander Raimon,Diaz,USA,0,,17-Jun-23,BfG International Series,Breaking,Adult,Madrid - Spain
B-Boy El Nino - Alexander Raimon,Diaz,USA,13,104,3-Jun-23,BfG International Series,Breaking,Adult,Montreal - Canada
B-Boy El Nino - Alexander Raimon,Diaz,USA,11,280,27-May-23,Continental Championship,Breaking,Adult,Santiago de Chile - Chile
B-Boy El Nino - Alexander Raimon,Diaz,USA,74,50,21-Oct-22,World Championship,Breaking,Adult,Seoul - South Korea
B-Boy Gravity - Miguel Angel,Rosario,USA,4,,3-Nov-23,Continental Games,Breaking,Adult,Santiago de Chile - Chile
B-Boy Gravity - Miguel Angel,Rosario,USA,4,500,27-May-23,Continental Championship,Breaking,Adult,Santiago de Chile - Chile
B-Boy Gravity - Miguel Angel,Rosario,USA,3,650,17-May-23,BfG World Series,Breaking,Adult,Montpellier - France
B-Boy Gravity - Miguel Angel,Rosario,USA,19,200,14-Apr-23,BfG World Series,Breaking,Adult,Rio de Janerio - Brazil
B-Boy Gravity - Miguel Angel,Rosario,USA,8,340,24-Feb-23,BfG World Series,Breaking,Adult,Kitakyushu - Japan
B-Boy Gravity - Miguel Angel,Rosario,USA,6,380,21-Oct-22,World Championship,Breaking,Adult,Seoul - South Korea
B-Boy Gravity - Miguel Angel,Rosario,USA,2,270,26-May-22,BfG World Series,Breaking,Adult,Montpellier - France
B-Boy Jeffro - Jeffrey Mike,Louis,USA,2,,3-Nov-23,Continental Games,Breaking,Adult,Santiago de Chile - Chile
B-Boy Jeffro - Jeffrey Mike,Louis,USA,2,750,27-May-23,Continental Championship,Breaking,Adult,Santiago de Chile - Chile
B-Boy Jeffro - Jeffrey Mike,Louis,USA,18,200,17-May-23,BfG World Series,Breaking,Adult,Montpellier - France
B-Boy Jeffro - Jeffrey Mike,Louis,USA,4,500,14-Apr-23,BfG World Series,Breaking,Adult,Rio de Janerio - Brazil
B-Boy Jeffro - Jeffrey Mike,Louis,USA,2,750,24-Feb-23,BfG World Series,Breaking,Adult,Kitakyushu - Japan
B-Boy Jeffro - Jeffrey Mike,Louis,USA,7,360,21-Oct-22,World Championship,Breaking,Adult,Seoul - South Korea
B-Boy Jeffro - Jeffrey Mike,Louis,USA,1,200,4-Sep-22,BfG Challenge Series,Breaking,Adult,Montreal - Canada
B-Boy Jeffro - Jeffrey Mike,Louis,USA,2,,9-Jul-22,IWGA The World Games,Breaking,Adult,Birmingham - United States
B-Boy Jeffro - Jeffrey Mike,Louis,USA,1,340,26-May-22,BfG World Series,Breaking,Adult,Montpellier - France
B-Boy LookOut - Dmitriy,Lukashev,UZB,0,,15-Dec-23,BfG World Series,Breaking,Adult,"Hong Kong - Hong Kong, China"
B-Boy LookOut - Dmitriy,Lukashev,UZB,0,,30-Aug-23,BfG World Series,Breaking,Adult,Porto - Portugal
B-Boy LookOut - Dmitriy,Lukashev,UZB,0,,15-Jul-23,BfG International Series,Breaking,Adult,Rimini - Italy
B-Boy LookOut - Dmitriy,Lukashev,UZB,55,100,1-Jul-23,Continental Championship,Breaking,Adult,Hangzhou - People's Republic of China
B-Boy LookOut - Dmitriy,Lukashev,UZB,64,40,17-Jun-23,BfG International Series,Breaking,Adult,Madrid - Spain
B-Boy LookOut - Dmitriy,Lukashev,UZB,82,50,17-May-23,BfG World Series,Breaking,Adult,Montpellier - France
B-Boy LookOut - Dmitriy,Lukashev,UZB,78,50,14-Apr-23,BfG World Series,Breaking,Adult,Rio de Janerio - Brazil
B-Boy LookOut - Dmitriy,Lukashev,UZB,76,50,24-Feb-23,BfG World Series,Breaking,Adult,Kitakyushu - Japan
B-Boy LookOut - Dmitriy,Lukashev,UZB,126,50,21-Oct-22,World Championship,Breaking,Adult,Seoul - South Korea
B-Boy WT - Talgat,Sherov,UZB,0,,15-Dec-23,BfG World Series,Breaking,Adult,"Hong Kong - Hong Kong, China"
B-Boy WT - Talgat,Sherov,UZB,13,,6-Oct-23,Continental Games,Breaking,Adult,Hangzhou - People's Republic of China
B-Boy WT - Talgat,Sherov,UZB,56,,23-Sep-23,World Championship,Breaking,Adult,Leuven - Belgium
B-Boy WT - Talgat,Sherov,UZB,61,100,30-Aug-23,BfG World Series,Breaking,Adult,Porto - Portugal
B-Boy WT - Talgat,Sherov,UZB,0,,15-Jul-23,BfG International Series,Breaking,Adult,Rimini - Italy
B-Boy WT - Talgat,Sherov,UZB,59,100,1-Jul-23,Continental Championship,Breaking,Adult,Hangzhou - People's Republic of China
B-Boy WT - Talgat,Sherov,UZB,37,40,17-Jun-23,BfG International Series,Breaking,Adult,Madrid - Spain
B-Boy WT - Talgat,Sherov,UZB,36,100,17-May-23,BfG World Series,Breaking,Adult,Montpellier - France
B-Boy WT - Talgat,Sherov,UZB,40,100,14-Apr-23,BfG World Series,Breaking,Adult,Rio de Janerio - Brazil
B-Boy WT - Talgat,Sherov,UZB,70,50,24-Feb-23,BfG World Series,Breaking,Adult,Kitakyushu - Japan
B-Boy WT - Talgat,Sherov,UZB,99,50,21-Oct-22,World Championship,Breaking,Adult,Seoul - South Korea
B-Boy Jamal - Jamal,Asadulaev,UZB,0,,15-Dec-23,BfG World Series,Breaking,Adult,"Hong Kong - Hong Kong, China"
B-Boy Jamal - Jamal,Asadulaev,UZB,11,,6-Oct-23,Continental Games,Breaking,Adult,Hangzhou - People's Republic of China
B-Boy Jamal - Jamal,Asadulaev,UZB,43,,23-Sep-23,World Championship,Breaking,Adult,Leuven - Belgium
B-Boy Jamal - Jamal,Asadulaev,UZB,43,100,30-Aug-23,BfG World Series,Breaking,Adult,Porto - Portugal
B-Boy Jamal - Jamal,Asadulaev,UZB,2,,26-Jun-21,Continental Championship,Breaking,Adult,Sochi - Russia
B-Boy Jamal - Jamal,Asadulaev,UZB,1,,20-Oct-18,BfG Challenge Series,Breaking,Adult,Moscow - Russia
B-Boy Mancino - Oybek,Khaydarov,UZB,0,,15-Jul-23,BfG International Series,Breaking,Adult,Rimini - Italy
B-Boy Mancino - Oybek,Khaydarov,UZB,0,,17-Jun-23,BfG International Series,Breaking,Adult,Madrid - Spain
B-Boy Arbis - David,Arbis,AUS,37,100,27-Oct-23,Continental Championship,Breaking,Adult,Sydney - Austra
B-Boy D-Struction - Dylan Kyle,Hester,AUS,32,200,27-Oct-23,Continental Championship,Breaking,Adult,Sydney - Australia
B-Boy Michael - Michael,Fox,AUS,35,100,27-Oct-23,Continental Championship,Breaking,Adult,Sydney - Australia
B-Boy Mighty Jimm - Dimitrios,Grigoriou,BEL,6,,23-Sep-23,World Championship,Breaking,Adult,Leuven - Belgium
B-Boy Mighty Jimm - Dimitrios,Grigoriou,BEL,16,230,30-Aug-23,BfG World Series,Breaking,Adult,Porto - Portugal
B-Boy Mighty Jimm - Dimitrios,Grigoriou,BEL,6,152,17-Jun-23,BfG International Series,Breaking,Adult,Madrid - Spain
B-Boy Mighty Jimm - Dimitrios,Grigoriou,BEL,5,160,3-Jun-23,BfG International Series,Breaking,Adult,Montreal - Canada
B-Boy Mighty Jimm - Dimitrios,Grigoriou,BEL,16,230,6-May-23,Continental Championship,Breaking,Adult,Almeria - Spain
B-Boy Mighty Jimm - Dimitrios,Grigoriou,BEL,30,200,14-Apr-23,BfG World Series,Breaking,Adult,Rio de Janerio - Brazil
B-Boy Mighty Jimm - Dimitrios,Grigoriou,BEL,65,50,24-Feb-23,BfG World Series,Breaking,Adult,Kitakyushu - Japan
B-Boy Mighty Jimm - Dimitrios,Grigoriou,BEL,12,54,19-Nov-22,BfG Challenge Series,Breaking,Adult,Tokyo - Japan
B-Boy Mighty Jimm - Dimitrios,Grigoriou,BEL,28,200,5-Nov-22,Continental Championship,Breaking,Adult,Manchester - England
B-Boy Mighty Jimm - Dimitrios,Grigoriou,BEL,84,50,21-Oct-22,World Championship,Breaking,Adult,Seoul - South Korea
B-Boy Mighty Jimm - Dimitrios,Grigoriou,BEL,18,40,4-Sep-22,BfG Challenge Series,Breaking,Adult,Montreal - Canada
B-Boy Mighty Jimm - Dimitrios,Grigoriou,BEL,4,65,4-Jun-22,BfG Challenge Series,Breaking,Adult,Cali - Colombia
B-Boy Mighty Jimm - Dimitrios,Grigoriou,BEL,27,,4-Dec-21,World Championship,Breaking,Adult,Paris - France
B-Boy Lucky - Lucas,El Raghibi,BEL,43,100,15-Dec-23,BfG World Series,Breaking,Adult,"Hong Kong - Hong Kong, China"
B-Boy Lucky - Lucas,El Raghibi,BEL,16,,26-Jun-23,Continental Games,Breaking,Adult,Nowy Sącz - Poland
B-Boy Lucky - Lucas,El Raghibi,BEL,52,100,17-May-23,BfG World Series,Breaking,Adult,Montpellier - France
B-Boy Lucky - Lucas,El Raghibi,BEL,15,240,6-May-23,Continental Championship,Breaking,Adult,Almeria - Spain
B-Boy Lucky - Lucas,El Raghibi,BEL,36,100,14-Apr-23,BfG World Series,Breaking,Adult,Rio de Janerio - Brazil
B-Boy Lucky - Lucas,El Raghibi,BEL,22,200,24-Feb-23,BfG World Series,Breaking,Adult,Kitakyushu - Japan
B-Boy Lucky - Lucas,El Raghibi,BEL,20,200,5-Nov-22,Continental Championship,Breaking,Adult,Manchester - England
B-Boy Lucky - Lucas,El Raghibi,BEL,81,50,21-Oct-22,World Championship,Breaking,Adult,Seoul - South Korea
B-Boy Lucky - Lucas,El Raghibi,BEL,3,130,4-Sep-22,BfG Challenge Series,Breaking,Adult,Montreal - Canada
B-Boy Lucky - Lucas,El Raghibi,BEL,14,36,11-Jun-22,BfG Challenge Series,Breaking,Adult,Madrid - Spain
B-Boy Lucky - Lucas,El Raghibi,BEL,18,90,26-May-22,BfG World Series,Breaking,Adult,Montpellier - France
B-Boy Lucky - Lucas,El Raghibi,BEL,6,56,16-Apr-22,BfG Challenge Series,Breaking,Adult,Cambrils - Spain
B-Boy Lucky - Lucas,El Raghibi,BEL,20,,26-Jun-21,Continental Championship,Breaking,Adult,Sochi - Russia
B-Boy Tirock - Tiromana,Tupea,BEL,30,200,15-Dec-23,BfG World Series,Breaking,Adult,"Hong Kong - Hong Kong, China"
B-Boy Tirock - Tiromana,Tupea,BEL,17,200,30-Aug-23,BfG World Series,Breaking,Adult,Porto - Portugal
B-Boy Tirock - Tiromana,Tupea,BEL,0,,17-Jun-23,BfG International Series,Breaking,Adult,Madrid - Spain
B-Boy Tirock - Tiromana,Tupea,BEL,0,,3-Jun-23,BfG International Series,Breaking,Adult,Montreal - Canada
B-Boy Tirock - Tiromana,Tupea,BEL,50,100,17-May-23,BfG World Series,Breaking,Adult,Montpellier - France
B-Boy Tirock - Tiromana,Tupea,BEL,8,340,6-May-23,Continental Championship,Breaking,Adult,Almeria - Spain
B-Boy Tirock - Tiromana,Tupea,BEL,14,250,5-Nov-22,Continental Championship,Breaking,Adult,Manchester - England
B-Boy Tirock - Tiromana,Tupea,BEL,83,50,21-Oct-22,World Championship,Breaking,Adult,Seoul - South Korea
B-Boy Tirock - Tiromana,Tupea,BEL,48,,4-Dec-21,World Championship,Breaking,Adult,Paris - France
