Name,Surename,Country,Ranking,Points,Date,Event,Discipline,Category,Location
B-Boy Tirock - Tiromana,Tupea,BEL,10,,26-Jun-21,Continental Championship,Breaking,Adult,Sochi - Russia
B-Boy Cis - Cis,Backeljau,BEL,13,260,15-Dec-23,BfG World Series,Breaking,Adult,"Hong Kong - Hong Kong, China"
B-Boy Cis - Cis,Backeljau,BEL,19,,23-Sep-23,World Championship,Breaking,Adult,Leuven - Belgium
B-Boy Cis - Cis,Backeljau,BEL,40,100,30-Aug-23,BfG World Series,Breaking,Adult,Porto - Portugal
B-Boy Cis - Cis,Backeljau,BEL,12,,26-Jun-23,Continental Games,Breaking,Adult,Nowy Sącz - Poland
B-Boy Cis - Cis,Backeljau,BEL,26,80,3-Jun-23,BfG International Series,Breaking,Adult,Montreal - Canada
B-Boy Cis - Cis,Backeljau,BEL,13,260,17-May-23,BfG World Series,Breaking,Adult,Montpellier - France
B-Boy Cis - Cis,Backeljau,BEL,30,200,6-May-23,Continental Championship,Breaking,Adult,Almeria - Spain
B-Boy Cis - Cis,Backeljau,BEL,28,200,14-Apr-23,BfG World Series,Breaking,Adult,Rio de Janerio - Brazil
B-Boy Cis - Cis,Backeljau,BEL,18,200,24-Feb-23,BfG World Series,Breaking,Adult,Kitakyushu - Japan
B-Boy Cis - Cis,Backeljau,BEL,17,40,19-Nov-22,BfG Challenge Series,Breaking,Adult,Tokyo - Japan
B-Boy Cis - Cis,Backeljau,BEL,17,200,5-Nov-22,Continental Championship,Breaking,Adult,Manchester - England
B-Boy Cis - Cis,Backeljau,BEL,59,100,21-Oct-22,World Championship,Breaking,Adult,Seoul - South Korea
B-Boy Cis - Cis,Backeljau,BEL,5,80,4-Sep-22,BfG Challenge Series,Breaking,Adult,Montreal - Canada
B-Boy Cis - Cis,Backeljau,BEL,4,65,11-Jun-22,BfG Challenge Series,Breaking,Adult,Madrid - Spain
B-Boy Cis - Cis,Backeljau,BEL,1,110,4-Jun-22,BfG Challenge Series,Breaking,Adult,Cali - Colombia
B-Boy Cis - Cis,Backeljau,BEL,58,30,26-May-22,BfG World Series,Breaking,Adult,Montpellier - France
B-Boy Jhoss - Jhosimar Rodrigo,Caballero Portugal,BOL,106,20,17-Jun-23,BfG International Series,Breaking,Adult,Madrid - Spain
B-Boy Gama - Juvenal Eduardo,Zárate Ardaya,BOL,76,20,17-Jun-23,BfG International Series,Breaking,Adult,Madrid - Spain
B-Boy Leony - Leony,Do Rosário Pinheiro,BRA,26,200,15-Dec-23,BfG World Series,Breaking,Adult,"Hong Kong - Hong Kong, China"
B-Boy Leony - Leony,Do Rosário Pinheiro,BRA,8,,3-Nov-23,Continental Games,Breaking,Adult,Santiago de Chile - Chile
B-Boy Leony - Leony,Do Rosário Pinheiro,BRA,35,,23-Sep-23,World Championship,Breaking,Adult,Leuven - Belgium
B-Boy Leony - Leony,Do Rosário Pinheiro,BRA,53,100,30-Aug-23,BfG World Series,Breaking,Adult,Porto - Portugal
B-Boy Leony - Leony,Do Rosário Pinheiro,BRA,7,360,27-May-23,Continental Championship,Breaking,Adult,Santiago de Chile - Chile
B-Boy Leony - Leony,Do Rosário Pinheiro,BRA,29,200,17-May-23,BfG World Series,Breaking,Adult,Montpellier - France
B-Boy Leony - Leony,Do Rosário Pinheiro,BRA,56,100,14-Apr-23,BfG World Series,Breaking,Adult,Rio de Janerio - Brazil
B-Boy Leony - Leony,Do Rosário Pinheiro,BRA,56,100,24-Feb-23,BfG World Series,Breaking,Adult,Kitakyushu - Japan
B-Boy Leony - Leony,Do Rosário Pinheiro,BRA,29,200,21-Oct-22,World Championship,Breaking,Adult,Seoul - South Korea
B-Boy Leony - Leony,Do Rosário Pinheiro,BRA,3,72,4-Jun-22,BfG Challenge Series,Breaking,Adult,Cali - Colombia
B-Boy Luan San - Luan carlos,Dos santos,BRA,20,200,15-Dec-23,BfG World Series,Breaking,Adult,"Hong Kong - Hong Kong, China"
B-Boy Luan San - Luan carlos,Dos santos,BRA,57,100,30-Aug-23,BfG World Series,Breaking,Adult,Porto - Portugal
B-Boy Luan San - Luan carlos,Dos santos,BRA,13,260,27-May-23,Continental Championship,Breaking,Adult,Santiago de Chile - Chile
B-Boy Luan San - Luan carlos,Dos santos,BRA,34,100,17-May-23,BfG World Series,Breaking,Adult,Montpellier - France
B-Boy Luan San - Luan carlos,Dos santos,BRA,50,100,14-Apr-23,BfG World Series,Breaking,Adult,Rio de Janerio - Brazil
B-Boy Luan San - Luan carlos,Dos santos,BRA,53,100,24-Feb-23,BfG World Series,Breaking,Adult,Kitakyushu - Japan
B-Boy Luan San - Luan carlos,Dos santos,BRA,63,100,21-Oct-22,World Championship,Breaking,Adult,Seoul - South Korea
B-Boy Luan San - Luan carlos,Dos santos,BRA,13,,9-Jul-22,IWGA The World Games,Breaking,Adult,Birmingham - United States
B-Boy Luan San - Luan carlos,Dos santos,BRA,4,,4-Dec-21,World Championship,Breaking,Adult,Paris - France
B-Boy Mass - Samuel,Cyr,CAN,10,290,15-Dec-23,BfG World Series,Breaking,Adult,"Hong Kong - Hong Kong, China"
B-Boy Mass - Samuel,Cyr,CAN,27,,23-Sep-23,World Championship,Breaking,Adult,Leuven - Belgium
B-Boy Mass - Samuel,Cyr,CAN,23,200,30-Aug-23,BfG World Series,Breaking,Adult,Porto - Portugal
B-Boy Mass - Samuel,Cyr,CAN,2,300,3-Jun-23,BfG International Series,Breaking,Adult,Montreal - Canada
B-Boy Mass - Samuel,Cyr,CAN,0,,27-May-23,Continental Championship,Breaking,Adult,Santiago de Chile - Chile
B-Boy Mass - Samuel,Cyr,CAN,108,50,21-Oct-22,World Championship,Breaking,Adult,Seoul - South Korea
B-Boy Mass - Samuel,Cyr,CAN,23,40,4-Sep-22,BfG Challenge Series,Breaking,Adult,Montreal - Canada
B-Boy Mass - Samuel,Cyr,CAN,38,,4-Dec-21,World Championship,Breaking,Adult,Paris - France
B-Boy Phil Wizard - Philip,Kim,CAN,1,,3-Nov-23,Continental Games,Breaking,Adult,Santiago de Chile - Chile
B-Boy Phil Wizard - Philip,Kim,CAN,2,,23-Sep-23,World Championship,Breaking,Adult,Leuven - Belgium
B-Boy Phil Wizard - Philip,Kim,CAN,0,,30-Aug-23,BfG World Series,Breaking,Adult,Porto - Portugal
B-Boy Phil Wizard - Philip,Kim,CAN,1,1000,27-May-23,Continental Championship,Breaking,Adult,Santiago de Chile - Chile
B-Boy Phil Wizard - Philip,Kim,CAN,1,1000,17-May-23,BfG World Series,Breaking,Adult,Montpellier - France
B-Boy Phil Wizard - Philip,Kim,CAN,2,750,14-Apr-23,BfG World Series,Breaking,Adult,Rio de Janerio - Brazil
B-Boy Phil Wizard - Philip,Kim,CAN,10,290,24-Feb-23,BfG World Series,Breaking,Adult,Kitakyushu - Japan
B-Boy Phil Wizard - Philip,Kim,CAN,1,1000,21-Oct-22,World Championship,Breaking,Adult,Seoul - South Korea
B-Boy Phil Wizard - Philip,Kim,CAN,6,,9-Jul-22,IWGA The World Games,Breaking,Adult,Birmingham - United States
B-Boy Phil Wizard - Philip,Kim,CAN,2,,4-Dec-21,World Championship,Breaking,Adult,Paris - France
B-Boy Phil Wizard - Philip,Kim,CAN,5,,13-Sep-19,World Urban Games,Breaking,Adult,Budapest - Hungary
B-Boy Jc Fresh - Jayson Patrick,Collantes,CAN,57,100,15-Dec-23,BfG World Series,Breaking,Adult,"Hong Kong - Hong Kong, China"
B-Boy Jc Fresh - Jayson Patrick,Collantes,CAN,0,,3-Jun-23,BfG International Series,Breaking,Adult,Montreal - Canada
B-Boy Jc Fresh - Jayson Patrick,Collantes,CAN,0,,27-May-23,Continental Championship,Breaking,Adult,Santiago de Chile - Chile
B-Boy Jc Fresh - Jayson Patrick,Collantes,CAN,74,50,24-Feb-23,BfG World Series,Breaking,Adult,Kitakyushu - Japan
B-Boy Jc Fresh - Jayson Patrick,Collantes,CAN,112,50,21-Oct-22,World Championship,Breaking,Adult,Seoul - South Korea
B-Boy Jc Fresh - Jayson Patrick,Collantes,CAN,2,150,4-Sep-22,BfG Challenge Series,Breaking,Adult,Montreal - Canada
B-Boy WenEver - Michael,Wen,CAN,35,20,4-Sep-22,BfG Challenge Series,Breaking,Adult,Montreal - Canada
B-Boy Professor H - Olivier,Houle,CAN,53,40,3-Jun-23,BfG International Series,Breaking,Adult,Montreal - Canada
B-Boy Professor H - Olivier,Houle,CAN,31,40,4-Sep-22,BfG Challenge Series,Breaking,Adult,Montreal - Canada
B-Boy igni - Winston Christopher,Minge,CAN,0,,3-Jun-23,BfG International Series,Breaking,Adult,Montreal - Canada
B-Boy igni - Winston Christopher,Minge,CAN,28,40,4-Sep-22,BfG Challenge Series,Breaking,Adult,Montreal - Canada
B-Boy Sao - Ntumba Jephte,Ntumba,COD,0,,23-Sep-23,World Championship,Breaking,Adult,Leuven - Belgium
B-Boy Moa - Moa Yamin,Bomolo,SUI,0,,15-Dec-23,BfG World Series,Breaking,Adult,"Hong Kong - Hong Kong, China"
B-Boy Moa - Moa Yamin,Bomolo,SUI,50,,23-Sep-23,World Championship,Breaking,Adult,Leuven - Belgium
B-Boy Moa - Moa Yamin,Bomolo,SUI,31,200,30-Aug-23,BfG World Series,Breaking,Adult,Porto - Portugal
B-Boy Moa - Moa Yamin,Bomolo,SUI,42,40,17-Jun-23,BfG International Series,Breaking,Adult,Madrid - Spain
B-Boy Moa - Moa Yamin,Bomolo,SUI,0,,17-May-23,BfG World Series,Breaking,Adult,Montpellier - France
B-Boy Moa - Moa Yamin,Bomolo,SUI,49,100,6-May-23,Continental Championship,Breaking,Adult,Almeria - Spain
B-Boy Moa - Moa Yamin,Bomolo,SUI,0,,14-Apr-23,BfG World Series,Breaking,Adult,Rio de Janerio - Brazil
B-Boy Moa - Moa Yamin,Bomolo,SUI,34,100,24-Feb-23,BfG World Series,Breaking,Adult,Kitakyushu - Japan
B-Boy Moa - Moa Yamin,Bomolo,SUI,24,200,5-Nov-22,Continental Championship,Breaking,Adult,Manchester - England
B-Boy Moa - Moa Yamin,Bomolo,SUI,55,100,21-Oct-22,World Championship,Breaking,Adult,Seoul - South Korea
B-Boy Popster - Jean-Marc,Du,SUI,48,100,15-Dec-23,BfG World Series,Breaking,Adult,"Hong Kong - Hong Kong, China"
B-Boy Popster - Jean-Marc,Du,SUI,75,,23-Sep-23,World Championship,Breaking,Adult,Leuven - Belgium
B-Boy Popster - Jean-Marc,Du,SUI,95,50,30-Aug-23,BfG World Series,Breaking,Adult,Porto - Portugal
B-Boy Popster - Jean-Marc,Du,SUI,71,20,17-Jun-23,BfG International Series,Breaking,Adult,Madrid - Spain
B-Boy Popster - Jean-Marc,Du,SUI,49,40,3-Jun-23,BfG International Series,Breaking,Adult,Montreal - Canada
B-Boy Popster - Jean-Marc,Du,SUI,74,50,17-May-23,BfG World Series,Breaking,Adult,Montpellier - France
B-Boy Popster - Jean-Marc,Du,SUI,96,50,6-May-23,Continental Championship,Breaking,Adult,Almeria - Spain
B-Boy Popster - Jean-Marc,Du,SUI,0,,14-Apr-23,BfG World Series,Breaking,Adult,Rio de Janerio - Brazil
B-Boy Popster - Jean-Marc,Du,SUI,40,100,24-Feb-23,BfG World Series,Breaking,Adult,Kitakyushu - Japan
B-Boy Popster - Jean-Marc,Du,SUI,49,20,19-Nov-22,BfG Challenge Series,Breaking,Adult,Tokyo - Japan
B-Boy Popster - Jean-Marc,Du,SUI,89,50,5-Nov-22,Continental Championship,Breaking,Adult,Manchester - England
B-Boy Popster - Jean-Marc,Du,SUI,170,25,21-Oct-22,World Championship,Breaking,Adult,Seoul - South Korea
B-Boy Matita - Matías Ignacio,Martínez Hidalgo,CHI,25,200,15-Dec-23,BfG World Series,Breaking,Adult,"Hong Kong - Hong Kong, China"
B-Boy Matita - Matías Ignacio,Martínez Hidalgo,CHI,3,,3-Nov-23,Continental Games,Breaking,Adult,Santiago de Chile - Chile
B-Boy Matita - Matías Ignacio,Martínez Hidalgo,CHI,16,,23-Sep-23,World Championship,Breaking,Adult,Leuven - Belgium
B-Boy Matita - Matías Ignacio,Martínez Hidalgo,CHI,0,,30-Aug-23,BfG World Series,Breaking,Adult,Porto - Portugal
B-Boy Matita - Matías Ignacio,Martínez Hidalgo,CHI,9,300,27-May-23,Continental Championship,Breaking,Adult,Santiago de Chile - Chile
B-Boy Matita - Matías Ignacio,Martínez Hidalgo,CHI,0,,17-May-23,BfG World Series,Breaking,Adult,Montpellier - France
B-Boy Matita - Matías Ignacio,Martínez Hidalgo,CHI,57,100,21-Oct-22,World Championship,Breaking,Adult,Seoul - South Korea
B-Boy Matita - Matías Ignacio,Martínez Hidalgo,CHI,10,,9-Jul-22,IWGA The World Games,Breaking,Adult,Birmingham - United States
B-Boy Matita - Matías Ignacio,Martínez Hidalgo,CHI,2,91,4-Jun-22,BfG Challenge Series,Breaking,Adult,Cali - Colombia
B-Boy Matita - Matías Ignacio,Martínez Hidalgo,CHI,14,,4-Dec-21,World Championship,Breaking,Adult,Paris - France
B-Boy Daf - Nicolas,da Fonseca,CHI,0,,15-Dec-23,BfG World Series,Breaking,Adult,"Hong Kong - Hong Kong, China"
B-Boy Daf - Nicolas,da Fonseca,CHI,16,,3-Nov-23,Continental Games,Breaking,Adult,Santiago de Chile - Chile
B-Boy Daf - Nicolas,da Fonseca,CHI,74,,23-Sep-23,World Championship,Breaking,Adult,Leuven - Belgium
B-Boy Daf - Nicolas,da Fonseca,CHI,101,50,30-Aug-23,BfG World Series,Breaking,Adult,Porto - Portugal
B-Boy Daf - Nicolas,da Fonseca,CHI,0,,15-Jul-23,BfG International Series,Breaking,Adult,Rimini - Italy
B-Boy Daf - Nicolas,da Fonseca,CHI,72,20,17-Jun-23,BfG International Series,Breaking,Adult,Madrid - Spain
B-Boy Daf - Nicolas,da Fonseca,CHI,41,40,3-Jun-23,BfG International Series,Breaking,Adult,Montreal - Canada
B-Boy Daf - Nicolas,da Fonseca,CHI,37,100,27-May-23,Continental Championship,Breaking,Adult,Santiago de Chile - Chile
B-Boy Daf - Nicolas,da Fonseca,CHI,61,100,17-May-23,BfG World Series,Breaking,Adult,Montpellier - France
B-Boy Daf - Nicolas,da Fonseca,CHI,63,100,14-Apr-23,BfG World Series,Breaking,Adult,Rio de Janerio - Brazil
B-Boy Daf - Nicolas,da Fonseca,CHI,91,50,24-Feb-23,BfG World Series,Breaking,Adult,Kitakyushu - Japan
B-Boy Bohika - Mama,Njifenjou,CMR,0,,12-May-23,Continental Championship,Breaking,Adult,Rabat - Morocco
B-Boy Jw Fresh - Xinjie,Zhang,CHN,36,100,15-Dec-23,BfG World Series,Breaking,Adult,"Hong Kong - Hong Kong, China"
B-Boy Jw Fresh - Xinjie,Zhang,CHN,40,,23-Sep-23,World Championship,Breaking,Adult,Leuven - Belgium
B-Boy Jw Fresh - Xinjie,Zhang,CHN,37,100,30-Aug-23,BfG World Series,Breaking,Adult,Porto - Portugal
B-Boy Jw Fresh - Xinjie,Zhang,CHN,19,200,1-Jul-23,Continental Championship,Breaking,Adult,Hangzhou - People's Republic of China
B-Boy Jw Fresh - Xinjie,Zhang,CHN,28,200,17-May-23,BfG World Series,Breaking,Adult,Montpellier - France
B-Boy Jw Fresh - Xinjie,Zhang,CHN,30,200,24-Feb-23,BfG World Series,Breaking,Adult,Kitakyushu - Japan
B-Boy Crazy C - Xuanhui,Cheng,CHN,21,200,1-Jul-23,Continental Championship,Breaking,Adult,Hangzhou - People's Republic of China
B-Boy Jin - Xibin,Jin,CHN,53,100,1-Jul-23,Continental Championship,Breaking,Adult,Hangzhou - People's Republic of China
B-Boy Mag - Wentao,Liu,CHN,15,240,1-Jul-23,Continental Championship,Breaking,Adult,Hangzhou - People's Republic of China
B-Boy Monkey Z - Ruimiao,Wang,CHN,9,300,1-Jul-23,Continental Championship,Breaking,Adult,Hangzhou - People's Republic of China
B-Boy Rolling Out - Yan,Sen,CHN,32,200,1-Jul-23,Continental Championship,Breaking,Adult,Hangzhou - People's Republic of China
B-Boy Crit - Xingyu,Zhao,CHN,49,100,15-Dec-23,BfG World Series,Breaking,Adult,"Hong Kong - Hong Kong, China"
B-Boy Crit - Xingyu,Zhao,CHN,7,360,1-Jul-23,Continental Championship,Breaking,Adult,Hangzhou - People's Republic of China
B-Boy Forest - Zhou,Senlin,CHN,14,250,1-Jul-23,Continental Championship,Breaking,Adult,Hangzhou - People's Republic of China
B-Boy Lithe-ing - Xiangyu,Qi,CHN,3,,6-Oct-23,Continental Games,Breaking,Adult,Hangzhou - People's Republic of China
B-Boy Lithe-ing - Xiangyu,Qi,CHN,4,,23-Sep-23,World Championship,Breaking,Adult,Leuven - Belgium
B-Boy Lithe-ing - Xiangyu,Qi,CHN,36,100,30-Aug-23,BfG World Series,Breaking,Adult,Porto - Portugal
B-Boy Lithe-ing - Xiangyu,Qi,CHN,4,500,1-Jul-23,Continental Championship,Breaking,Adult,Hangzhou - People's Republic of China
B-Boy Lithe-ing - Xiangyu,Qi,CHN,20,200,17-May-23,BfG World Series,Breaking,Adult,Montpellier - France
B-Boy Lithe-ing - Xiangyu,Qi,CHN,12,270,14-Apr-23,BfG World Series,Breaking,Adult,Rio de Janerio - Brazil
B-Boy Lithe-ing - Xiangyu,Qi,CHN,26,200,24-Feb-23,BfG World Series,Breaking,Adult,Kitakyushu - Japan
B-Boy Lithe-ing - Xiangyu,Qi,CHN,34,100,21-Oct-22,World Championship,Breaking,Adult,Seoul - South Korea
B-Boy Lithe-ing - Xiangyu,Qi,CHN,19,,4-Dec-21,World Championship,Breaking,Adult,Paris - France
B-Boy X-Rain - Xiaoyu,Shang,CHN,6,,6-Oct-23,Continental Games,Breaking,Adult,Hangzhou - People's Republic of China
B-Boy X-Rain - Xiaoyu,Shang,CHN,0,,23-Sep-23,World Championship,Breaking,Adult,Leuven - Belgium
B-Boy X-Rain - Xiaoyu,Shang,CHN,2,750,1-Jul-23,Continental Championship,Breaking,Adult,Hangzhou - People's Republic of China
B-Boy X-Rain - Xiaoyu,Shang,CHN,7,360,17-May-23,BfG World Series,Breaking,Adult,Montpellier - France
B-Boy X-Rain - Xiaoyu,Shang,CHN,27,200,14-Apr-23,BfG World Series,Breaking,Adult,Rio de Janerio - Brazil
B-Boy X-Rain - Xiaoyu,Shang,CHN,29,200,24-Feb-23,BfG World Series,Breaking,Adult,Kitakyushu - Japan
B-Boy X-Rain - Xiaoyu,Shang,CHN,28,200,21-Oct-22,World Championship,Breaking,Adult,Seoul - South Korea
B-Boy X-Rain - Xiaoyu,Shang,CHN,21,,4-Dec-21,World Championship,Breaking,Adult,Paris - France
B-Boy X-Rain - Xiaoyu,Shang,CHN,4,,20-May-18,World Championship,Breaking,Youth,Kawasaki - Japan
B-Boy X-Rain - Xiaoyu,Shang,CHN,9,,2-Dec-17,Continental Qualifier,Breaking,Youth,Taipei - Chinese Taipei
B-Boy Eric - Ziang,Yu,CHN,64,100,15-Dec-23,BfG World Series,Breaking,Adult,"Hong Kong - Hong Kong, China"
B-Boy Eric - Ziang,Yu,CHN,72,50,30-Aug-23,BfG World Series,Breaking,Adult,Porto - Portugal
B-Boy Eric - Ziang,Yu,CHN,34,100,1-Jul-23,Continental Championship,Breaking,Adult,Hangzhou - People's Republic of China
B-Boy Eric - Ziang,Yu,CHN,66,50,14-Apr-23,BfG World Series,Breaking,Adult,Rio de Janerio - Brazil
B-Boy Kh - Kai-Hang,Lin,TPE,54,40,3-Jun-23,BfG International Series,Breaking,Adult,Montreal - Canada
B-Boy Willy Roc - Wei-Jung,Chang,TPE,54,100,15-Dec-23,BfG World Series,Breaking,Adult,"Hong Kong - Hong Kong, China"
B-Boy Willy Roc - Wei-Jung,Chang,,44,100,1-Jul-23,Continental Championship,Breaking,Adult,Hangzhou - People's Republic of China
B-Boy Willy Roc - Wei-Jung,Chang,,42,100,17-May-23,BfG World Series,Breaking,Adult,Montpellier - France
B-Boy Willy Roc - Wei-Jung,Chang,,54,100,14-Apr-23,BfG World Series,Breaking,Adult,Rio de Janerio - Brazil
B-Boy Willy Roc - Wei-Jung,Chang,,60,100,24-Feb-23,BfG World Series,Breaking,Adult,Kitakyushu - Japan
B-Boy Willy Roc - Wei-Jung,Chang,,70,50,21-Oct-22,World Championship,Breaking,Adult,Seoul - South Korea
B-Boy Quake - Chen,Sun,TPE,4,500,15-Dec-23,BfG World Series,Breaking,Adult,"Hong Kong - Hong Kong, China"
B-Boy Quake - Chen,Sun,TPE,5,,6-Oct-23,Continental Games,Breaking,Adult,Hangzhou - People's Republic of China
B-Boy Quake - Chen,Sun,TPE,12,,23-Sep-23,World Championship,Breaking,Adult,Leuven - Belgium
B-Boy Quake - Chen,Sun,TPE,18,200,30-Aug-23,BfG World Series,Breaking,Adult,Porto - Portugal
B-Boy Quake - Chen,Sun,TPE,8,340,1-Jul-23,Continental Championship,Breaking,Adult,Hangzhou - People's Republic of China
B-Boy Quake - Chen,Sun,TPE,8,136,17-Jun-23,BfG International Series,Breaking,Adult,Madrid - Spain
B-Boy Quake - Chen,Sun,TPE,4,200,3-Jun-23,BfG International Series,Breaking,Adult,Montreal - Canada
B-Boy Quake - Chen,Sun,TPE,30,200,17-May-23,BfG World Series,Breaking,Adult,Montpellier - France
B-Boy Quake - Chen,Sun,TPE,37,100,14-Apr-23,BfG World Series,Breaking,Adult,Rio de Janerio - Brazil
B-Boy Quake - Chen,Sun,TPE,16,230,24-Feb-23,BfG World Series,Breaking,Adult,Kitakyushu - Japan
B-Boy Quake - Chen,Sun,TPE,33,100,21-Oct-22,World Championship,Breaking,Adult,Seoul - South Korea
B-Boy Quake - Chen,Sun,TPE,17,40,4-Sep-22,BfG Challenge Series,Breaking,Adult,Montreal - Canada
B-Boy Quake - Chen,Sun,TPE,8,53,11-Jun-22,BfG Challenge Series,Breaking,Adult,Madrid - Spain
B-Boy Quake - Chen,Sun,TPE,17,90,26-May-22,BfG World Series,Breaking,Adult,Montpellier - France
B-Boy Quake - Chen,Sun,TPE,20,,4-Dec-21,World Championship,Breaking,Adult,Paris - France
B-Boy Quake - Chen,Sun,TPE,9,,13-Sep-19,World Urban Games,Breaking,Adult,Budapest - Hungary
B-Boy Lilma - Liu,Cheng-Te,TPE,51,100,15-Dec-23,BfG World Series,Breaking,Adult,"Hong Kong - Hong Kong, China"
B-Boy Lilma - Liu,Cheng-Te,TPE,10,,6-Oct-23,Continental Games,Breaking,Adult,Hangzhou - People's Republic of China
B-Boy Lilma - Liu,Cheng-Te,TPE,51,,23-Sep-23,World Championship,Breaking,Adult,Leuven - Belgium
B-Boy Lilma - Liu,Cheng-Te,TPE,74,50,30-Aug-23,BfG World Series,Breaking,Adult,Porto - Portugal
B-Boy Lilma - Liu,Cheng-Te,TPE,26,200,1-Jul-23,Continental Championship,Breaking,Adult,Hangzhou - People's Republic of China
B-Boy Lilma - Liu,Cheng-Te,TPE,0,,3-Jun-23,BfG International Series,Breaking,Adult,Montreal - Canada
B-Boy Lilma - Liu,Cheng-Te,TPE,39,100,17-May-23,BfG World Series,Breaking,Adult,Montpellier - France
B-Boy Lilma - Liu,Cheng-Te,TPE,64,100,14-Apr-23,BfG World Series,Breaking,Adult,Rio de Janerio - Brazil
B-Boy Lilma - Liu,Cheng-Te,TPE,58,100,24-Feb-23,BfG World Series,Breaking,Adult,Kitakyushu - Japan
B-Boy Lilma - Liu,Cheng-Te,TPE,31,40,19-Nov-22,BfG Challenge Series,Breaking,Adult,Tokyo - Japan
B-Boy Lilma - Liu,Cheng-Te,TPE,54,100,21-Oct-22,World Championship,Breaking,Adult,Seoul - South Korea
B-Boy Lilma - Liu,Cheng-Te,TPE,21,40,4-Sep-22,BfG Challenge Series,Breaking,Adult,Montreal - Canada
B-Boy Lilma - Liu,Cheng-Te,TPE,5,57,11-Jun-22,BfG Challenge Series,Breaking,Adult,Madrid - Spain
B-Boy Lilma - Liu,Cheng-Te,TPE,66,30,26-May-22,BfG World Series,Breaking,Adult,Montpellier - France
B-Boy Lilma - Liu,Cheng-Te,TPE,17,,4-Dec-21,World Championship,Breaking,Adult,Paris - France
B-Boy Winnie - Hsin-Wai,Cheng,TPE,25,200,1-Jul-23,Continental Championship,Breaking,Adult,Hangzhou - People's Republic of China
B-Boy da B - Chang,Cheng-Hung,TPE,33,100,1-Jul-23,Continental Championship,Breaking,Adult,Hangzhou - People's Republic of China
B-Boy Sprite - Yuchien,Wu,TPE,41,100,1-Jul-23,Continental Championship,Breaking,Adult,Hangzhou - People's Republic of China
B-Boy Ricky Rulez - Ricky Sebastian,Ordonez Castillo,COL,41,100,15-Dec-23,BfG World Series,Breaking,Adult,"Hong Kong - Hong Kong, China"
B-Boy Ricky Rulez - Ricky Sebastian,Ordonez Castillo,COL,9,,3-Nov-23,Continental Games,Breaking,Adult,Santiago de Chile - Chile
B-Boy Ricky Rulez - Ricky Sebastian,Ordonez Castillo,COL,79,50,30-Aug-23,BfG World Series,Breaking,Adult,Porto - Portugal
B-Boy Ricky Rulez - Ricky Sebastian,Ordonez Castillo,COL,15,240,27-May-23,Continental Championship,Breaking,Adult,Santiago de Chile - Chile
B-Boy Ricky Rulez - Ricky Sebastian,Ordonez Castillo,COL,0,,17-May-23,BfG World Series,Breaking,Adult,Montpellier - France
B-Boy Ricky Rulez - Ricky Sebastian,Ordonez Castillo,COL,67,50,14-Apr-23,BfG World Series,Breaking,Adult,Rio de Janerio - Brazil
B-Boy Ricky Rulez - Ricky Sebastian,Ordonez Castillo,COL,0,,24-Feb-23,BfG World Series,Breaking,Adult,Kitakyushu - Japan
B-Boy Ricky Rulez - Ricky Sebastian,Ordonez Castillo,COL,77,50,21-Oct-22,World Championship,Breaking,Adult,Seoul - South Korea
